source_model	table	field	ordinal	description_cn
CoA_Chongqin_2015	PLANE	GEOMETRY	3	几何形状编号，对应GEOMETRY表中的GEOMETRY_ID
CoA_Chongqin_2015	PLANE	BASE_LINE_START_POINT	4	基线（房间划分依据线的起点）,对应POINT表中的ID
CoA_Chongqin_2015	PLANE	BASE_LINE_END_POINT	5	基线（房间划分依据线的终点）,对应POINT表中的ID
CoA_Chongqin_2015	PN_PIPE	ID	1	标志ID
CoA_Chongqin_2015	PN_PIPE	START_POINT_ID	2	起点ID
CoA_Chongqin_2015	PN_PIPE	END_POINT_ID	3	终点ID
CoA_Chongqin_2015	PN_PIPE	IS_GIVEN_DIMENSION	4	水管尺寸是否给定
CoA_Chongqin_2015	PN_PIPE	D	5	管径(m)
CoA_Chongqin_2015	PN_PIPE	IS_GIVEN_S	6	水管S是否给定
CoA_Chongqin_2015	PN_PIPE	S	7	风管S值
CoA_Chongqin_2015	PN_PIPE	FLOW_RATE	8	管中水流量(m^3/h)
CoA_Chongqin_2015	PN_PIPE	COLOR	9	水管颜色(1~255)
CoA_Chongqin_2015	PN_PIPE	LINE_TYPE	10	水管线型(0~3)
CoA_Chongqin_2015	PN_START	ID	1	标志ID
CoA_Chongqin_2015	PN_START	POINT_ID	2	所在的点的ID
CoA_Chongqin_2015	PN_START	PIPE_STYLE	3	水系统形式(1:一次泵 2:二次泵定水量 3:二次泵变水量(AHU变,FCU不变) 4:二次泵变水量(AHU变, FCU变)
CoA_Chongqin_2015	PN_START	FIRST_A	4	一次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 (此时无用)
CoA_Chongqin_2015	PN_START	FIRST_B	5	一次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 (此时无用)
CoA_Chongqin_2015	PN_START	FIRST_C	6	一次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 (此时无用)
CoA_Chongqin_2015	PN_START	FIRST_D	7	一次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 (此时无用)
CoA_Chongqin_2015	PN_START	FIRST_W	8	一次泵的额定功率(kW)
CoA_Chongqin_2015	PN_START	SECOND_A	9	二次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 功率单位为kW, 流量单位为m^3/h
CoA_Chongqin_2015	PN_START	SECOND_B	10	二次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 功率单位为kW, 流量单位为m^3/h
CoA_Chongqin_2015	PN_START	SECOND_C	11	二次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 功率单位为kW, 流量单位为m^3/h
CoA_Chongqin_2015	PN_START	SECOND_D	12	二次泵功耗与流量的三次曲线的四个系数中的第一个 W=A+BQ+CQ^2+DQ^3 功率单位为kW, 流量单位为m^3/h
CoA_Chongqin_2015	PN_START	SECOND_Q	13	二次泵的额定流量(m^3/h)
CoA_Chongqin_2015	PN_TERM	ID	1	标志ID
CoA_Chongqin_2015	PN_TERM	POINT_ID	2	所在的点的ID
CoA_Chongqin_2015	PN_TERM	FLOW_TYPE	3	水量类型:0 计算结果输入 1 用户输入
CoA_Chongqin_2015	PN_TERM	FLOW_RATE	4	水量(当水量类型为1时有效)
CoA_Chongqin_2015	PN_VALVE	ID	1	标志ID
CoA_Chongqin_2015	PN_VALVE	LENGTH_FACT	2	所在的水管的从起点至终点的百分比值
CoA_Chongqin_2015	PN_VALVE	OPEN_FACT	3	开度(%),整型数
CoA_Chongqin_2015	PN_VALVE	RESIST_FACT	4	开阀阻力系数
CoA_Chongqin_2015	PN_VALVE	PIPE_ID	5	所在水管的ID
CoA_Chongqin_2015	POINT	POINT_ID	1	ID
CoA_Chongqin_2015	POINT	NAME	2	名称
CoA_Chongqin_2015	POINT	X	3	X坐标（单位：m）
CoA_Chongqin_2015	POINT	Y	4	Y坐标（单位：m）
CoA_Chongqin_2015	POINT	Z	5	Z坐标（单位：m）
CoA_Chongqin_2015	PUMP	PUMP_ID	1	水泵ID
CoA_Chongqin_2015	PUMP	NAME	2	水泵的名称
CoA_Chongqin_2015	PUMP	LIB_PUMP_ID	3	设备库中的ID
CoA_Chongqin_2015	PUMP	USAGE	4	泵的用途： 0:冷源一次泵, 1:冷源二次泵, 2:冷却泵, 3:补水泵, 4:热源一次泵, 5:热源二次泵, 6: 热源泵
CoA_Chongqin_2015	PUMP	BYPASS	5	水泵有无旁通 0：无旁通  1：有旁通
CoA_Chongqin_2015	PUMP	ATTRIBUTE_TO	6	一机对一泵情况下的对应设备号
CoA_Chongqin_2015	PUMP	PRIORITY	7	使用优先级(还需要考虑具体用法)
CoA_Chongqin_2015	PUMP	BLANK_1	8	预留
CoA_Chongqin_2015	PUMP	BLANK_2	9	预留
CoA_Chongqin_2015	PUMP	EXT_PROPERTY	10	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	ROOM	ID	1	编号
CoA_Chongqin_2015	ROOM	OF_ROOM_GROUP	2	所属的房间组
CoA_Chongqin_2015	ROOM	NAME	3	名称
CoA_Chongqin_2015	ROOM	OF_STOREY	4	楼层
CoA_Chongqin_2015	ROOM	TYPE	5	房间类型(用于人员负荷的参考) 对应ROOM_TYPE_DATA表
CoA_Chongqin_2015	ROOM	SPACE_TYPE	6	空间类型标记，0普通房间，1中庭，2阳台，3天井，4楼梯间……
CoA_Chongqin_2015	ROOM	AREA	7	面积（单位：m2）
CoA_Chongqin_2015	ROOM	VOLUME	8	容积（单位：m3）
CoA_Chongqin_2015	ROOM	MIN_FRESH_FLOW_NUM	9	最小新风量( M3/Hr)
CoA_Chongqin_2015	ROOM	SET_AIR_FLOWNUM_MIN	10	最小换气次数(次/Hr)
CoA_Chongqin_2015	ROOM	SET_AIR_FLOWNUM_MAX	11	最大换气次数(次/Hr)
CoA_Chongqin_2015	ROOM	SET_TERMINAL_MAX	12	最大末端再热量（最小为0）
CoA_Chongqin_2015	ROOM	SET_FCU_MAX_COOL	13	盘管最大制冷量(W/m^2)
CoA_Chongqin_2015	ROOM	SET_FCU_MAX_HEAT	14	盘管最大加热量(W/m^2)
CoA_Chongqin_2015	ROOM	FURNITURE_COEF	15	家俱系数(几个房间的总的系数=各房间系数与体积的加权平均）
CoA_Chongqin_2015	ROOM	POSITIVE_PRESSURE	16	要求的风口出口余压(Pa)
CoA_Chongqin_2015	ROOM	USER_HVAC_HEAT_GAIN	17	用户自定义的附加HVAC热扰，对应USER_DEF_DLL表中的用户自定义DLL的DLL_ID
CoA_Chongqin_2015	ROOM	RADIATOR_FLOW_SCHEDULE	18	散热器流量全年变化作息(m^3/h)
CoA_Chongqin_2015	ROOM	RADIATOR_AREA	19	散热器面积(m^2)
CoA_Chongqin_2015	ROOM	RADIATOR_K_A	20	散热器换热系数修正系数A(K=A*dT^B)
CoA_Chongqin_2015	ROOM	RADIATOR_K_B	21	散热器换热系数修正系数B(K=A*dT^B)
CoA_Chongqin_2015	ROOM	RADIATOR_DIST_MODE	22	散热器热量分配模式（对应DIST_MODE表）
CoA_Chongqin_2015	ROOM	OF_HEATING_PIPE	23	所属供热系统立管编号(对应HEATING_PIPE表)
CoA_Chongqin_2015	ROOM	OF_HEATING_PIPE_NO	24	在所属供热系统立管中的序号(从0开始)
CoA_Chongqin_2015	ROOM	X	25	X
CoA_Chongqin_2015	ROOM	Y	26	Y
CoA_Chongqin_2015	ROOM	Z	27	Z
CoA_Chongqin_2015	ROOM	EXT_PROPERTY	28	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	ROOM_RELATION	ID	1	ID
CoA_Chongqin_2015	ROOM_RELATION	NAME	2	名称
CoA_Chongqin_2015	ROOM_RELATION	OF_BUILDING	3	所属建筑的ID
CoA_Chongqin_2015	ROOM_RELATION	ROOM_ID	4	本房间的ID
CoA_Chongqin_2015	ROOM_RELATION	RELA_ROOM_ID	5	相邻房间的ID(可以为室外）
CoA_Chongqin_2015	ROOM_RELATION	VENT_SCHEDULE_ID	6	换气次数对应的Schedule_id
CoA_Chongqin_2015	ROOM_RELATION	VENT_SET_MAX	7	房间与外界通风最大能力
CoA_Chongqin_2015	ROOM_RELATION	VENT_TYPE	8	通风定义的含义：0:换气次数；1:附加换气次数范围
CoA_Chongqin_2015	ROOM_RELATION	START_POINT_ID	9	START
CoA_Chongqin_2015	ROOM_RELATION	END_POINT_ID	10	END
CoA_Chongqin_2015	ROOM_RELATION	EXT_PROPERTY	11	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	ROOM_TYPE_DATA	ID	1	编号
CoA_Chongqin_2015	ROOM_TYPE_DATA	NAME	2	房间类型名
CoA_Chongqin_2015	ROOM_TYPE_DATA	FURNITURE_COEF	3	家俱系数(几个房间的总的系数=各房间系数与体积的加权平均）
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_SCHEDULE	4	人员作息模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_MAXNUMBER	5	最多人数(人 或 人/平米）
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_MINNUMBER	6	最少人数(人 或 人/平米）
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_HEAT_PER_PERSON	7	每人产热量（W）
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_DAMP_PER_PERSON	8	每人产湿量（Kg/hr）
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_MIN_REQUIRE_FRESH_AIR	9	每人所需最小新风量(m^3/h)
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_PER_AREA	10	是否按每平米计，0按总量计，1按平米指标计，2按功能计(使用A+BF公式)
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_A	11	A
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_B	12	B
CoA_Chongqin_2015	ROOM_TYPE_DATA	O_DIST_MODE	13	人员热扰分配模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_SCHEDULE	14	灯光作息模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_MAXPOWER	15	最大铬牌功率（单位：W或 W/M^2）
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_MINPOWER	16	最小铬牌功率（单位：W或 W/M^2）
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_HEAT_RATE	17	热/电比率
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_PER_AREA	18	是否按每平米计，0按总量计，1按平米指标计，2按功能计(使用A+BF公式)
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_A	19	A
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_B	20	B
CoA_Chongqin_2015	ROOM_TYPE_DATA	L_DIST_MODE	21	灯光热扰分配模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_SCHEDULE	22	设备作息模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_MAXPOWER	23	最大产热功率（单位：W或 W/M^2）
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_MINPOWER	24	最小产热功率（单位：W或 W/M^2）
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_MAX_HUM	25	最大设备散湿（kg/hr 或 Kg/(Hr.m^2)）
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_MIN_HUM	26	最小设备散湿（kg/hr 或 Kg/(Hr.m^2)）
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_PER_AREA	27	是否按每平米计，0按总量计，1按平米指标计，2按功能计(使用A+BF公式)
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_A	28	A
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_B	29	B
CoA_Chongqin_2015	ROOM_TYPE_DATA	E_DIST_MODE	30	设备热扰分配模式
CoA_Chongqin_2015	ROOM_TYPE_DATA	AC_SCHEDULE_ID	31	空调开停时间的SCHEDULE_ID
CoA_Chongqin_2015	ROOM_TYPE_DATA	SET_T_MIN_SCHEDULE	32	房间设定温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID，空调设定温度下限
CoA_Chongqin_2015	ROOM_TYPE_DATA	SET_T_MAX_SCHEDULE	33	房间设定温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID，空调设定温度上限
CoA_Chongqin_2015	ROOM_TYPE_DATA	SET_RH_MIN_SCHEDULE	34	房间设定湿度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID，空调设定湿度下限
CoA_Chongqin_2015	ROOM_TYPE_DATA	SET_RH_MAX_SCHEDULE	35	房间设定湿度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID，空调设定湿度上限
CoA_Chongqin_2015	ROOM_TYPE_DATA	AC_T_MIN_SCHEDULE	36	空调开启温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID（用于独立空调系统），耐受温度下限
CoA_Chongqin_2015	ROOM_TYPE_DATA	AC_T_MAX_SCHEDULE	37	空调开启温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID（用于独立空调系统），耐受温度上限
CoA_Chongqin_2015	ROOM_TYPE_DATA	SET_MIN_LUMINANCE	38	房间设定最低照度(Lx)
CoA_Chongqin_2015	ROOM_TYPE_DATA	REMARK	39	说明
CoA_Chongqin_2015	ROOM_TYPE_DATA	EXT_PROPERTY	40	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	SCHEDULE_YEAR	SCHEDULE_ID	1	编号
CoA_Chongqin_2015	SCHEDULE_YEAR	TYPE	2	1:ratio,2:on_off,3:Int,4:float,5:double,但DATA都按double存
CoA_Chongqin_2015	SCHEDULE_YEAR	NAME	3	名称
CoA_Chongqin_2015	SCHEDULE_YEAR	DATA	4	数据
CoA_Chongqin_2015	SHADING	ID	1	编号
CoA_Chongqin_2015	SHADING	NAME	2	名称
CoA_Chongqin_2015	SHADING	TYPE	3	遮阳类型，……
CoA_Chongqin_2015	SHADING	TAO	4	遮阳板材料的透过率
CoA_Chongqin_2015	SHADING	ROU	5	遮阳板材料的反射率
CoA_Chongqin_2015	SHADING	LIB_SHADING_ID	6	遮阳结构编号(0表示不是结构化的遮阳定义)
CoA_Chongqin_2015	SHADING	MATERIAL	7	遮阳板材料编号，指向SYS_APP_MATERIAL表，可定义厚度、透明度等信息
CoA_Chongqin_2015	SHADING	OF_BUILDING	8	所在建筑(没有所在楼层的概念，用所在建筑标识)
CoA_Chongqin_2015	SHADING	EXT_PROPERTY	9	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	SKY	SKY_ID	1	编号
CoA_Chongqin_2015	SKY	NAME	2	名称
CoA_Chongqin_2015	SKY	SKY_DATA_ID	3	对应SKY_DATA表中的 ID
CoA_Chongqin_2015	SKY	EXT_PROPERTY	4	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	STOREY	ID	1	主索引
CoA_Chongqin_2015	STOREY	NAME	2	名称
CoA_Chongqin_2015	STOREY	OF_STOREY_GROUP	3	所属的楼层组
CoA_Chongqin_2015	STOREY	OF_BUILDING	4	所属的建筑
CoA_Chongqin_2015	STOREY	NO	5	楼层号0为第一层，-1为地下一层
CoA_Chongqin_2015	STOREY	MULTIPLE	6	标准楼层的代表层数，MULTIPLE>1的楼层即为标准层
CoA_Chongqin_2015	STOREY	HEIGHT	7	楼层高度(单位m)
CoA_Chongqin_2015	STOREY	VISIBLE	8	楼层是否可见
CoA_Chongqin_2015	STOREY	EXT_PROPERTY	9	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	STOREY_GROUP	ID	1	主索引
CoA_Chongqin_2015	STOREY_GROUP	NAME	2	名称
CoA_Chongqin_2015	SURFACE	SURFACE_ID	1	编号
CoA_Chongqin_2015	SURFACE	NAME	2	名称
CoA_Chongqin_2015	SURFACE	AREA	3	面积（单位：m2）
CoA_Chongqin_2015	SURFACE	AZIMUTH	4	相对方位角（单位：°）相对于ENVIRONMENT表中的南向角度的顺时针角 [ 0, 360 ) 999表示地面或者是天花板
CoA_Chongqin_2015	SURFACE	TILT	5	倾角（单位：°）,与水平面的夹角。垂直表面为90°。凸台的侧面大于90°。
CoA_Chongqin_2015	SURFACE	OF_ROOM	6	所属的房间,可以是ROOM中的房间，也可以是OUTSIDE或GROUND表中的外界或大地
CoA_Chongqin_2015	SURFACE	TYPE	7	0: 普通表面 1: 外表面 2: 与大地相接的表面 3：遮阳板的表面,4 水平朝上的内表面,5 水平朝下的内表面,6 需要计算的指向中庭的垂直内表面,7 不需要计算的背向中庭、指向外界的天窗外表面,8 需要计算的指向中庭的水平朝上内表面,9 需要计算的指向中庭的水平朝下内表面,9 虚拟构件的表面
CoA_Chongqin_2015	SURFACE	SURFACESTATE	8	表面状态编号, 预留
CoA_Chongqin_2015	SURFACE	GEOMETRY	9	几何形状编号,对应GEOMETRY表中的 GEOMETRY ID
CoA_Chongqin_2015	SURFACE	VENTILATION_COEF	10	对流换热系数
CoA_Chongqin_2015	SURFACE	BLACKNESS	11	表面黑度
CoA_Chongqin_2015	SURFACE	ABSORB_COEF	12	表面吸收系数
CoA_Chongqin_2015	SURFACE	CONVECT_T_ID	13	对应OUSIDE表中的外温或GROUND表中的地温，如果为0，则无此项
CoA_Chongqin_2015	SURFACE	ABSORB_GAIN_ID	14	ABSORB_GAIN_ID
CoA_Chongqin_2015	SURFACE	INDEX_IN_A_THIS_ROOM	15	表面节点在表面所属的房间的传热方程组A矩阵中的下标
CoA_Chongqin_2015	SURFACE	INDEX_IN_A_OPP_ROOM	16	表面节点在对面表面（组成同一围护）所属的房间的传热方程组A矩阵中的下标
CoA_Chongqin_2015	SURFACE	SKY_RADIA_COEF	17	乘以温差和面积就是换热量，温差是天空与表面的温差
CoA_Chongqin_2015	SURFACE	OF_SHADING	18	仅用于遮阳表面，标识该表面所属的遮阳，对应SHADING表
CoA_Chongqin_2015	SURFACE	EXT_PROPERTY	19	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	SURFACE_SUN_SHADE_MAP	SURFACE_ID	1	表面的ID
CoA_Chongqin_2015	SURFACE_SUN_SHADE_MAP	AZIMUTH	2	太阳朝向角，正南为0度，顺时针方向至360度
CoA_Chongqin_2015	SURFACE_SUN_SHADE_MAP	TILT	3	太阳高度角，水平为0，垂直为90度
CoA_Chongqin_2015	SURFACE_SUN_SHADE_MAP	RATIO	4	表面的所受的太阳光所占比例，没有任何阴影时为1，全为阴影时为0
CoA_Chongqin_2015	SURFACE_SUN_SHADE_MAP	WINDOW_ID	5	内表面的光源窗的编号
CoA_Chongqin_2015	SYS_AIRFLOOR	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_AIRFLOOR	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_AIRFLOOR	NAME	3	NAME
CoA_Chongqin_2015	SYS_AIRFLOOR	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_AIRFLOOR	RESI	5	RESI
CoA_Chongqin_2015	SYS_AIRFLOOR	D	6	D
CoA_Chongqin_2015	SYS_AIRFLOOR	SPFLAG	7	SPFLAG
CoA_Chongqin_2015	SYS_AIRFLOOR	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_AIRFLOOR	ERASEFLAG	9	ERASEFLAG
CoA_Chongqin_2015	SYS_AIRFLOOR	ANOTATION	10	ANOTATION
CoA_Chongqin_2015	SYS_AIRFLOOR_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_AIRFLOOR_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_AIRFLOOR_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_AIRFLOOR_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_AIRFLOOR_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_APP_MATERIAL	APP_MATERIAL_ID	1	材料编号
CoA_Chongqin_2015	SYS_APP_MATERIAL	COLOR	2	颜色标记
CoA_Chongqin_2015	SYS_APP_MATERIAL	GROUP_ID	3	类型
CoA_Chongqin_2015	SYS_APP_MATERIAL	NAME	4	材料英文名称
CoA_Chongqin_2015	SYS_APP_MATERIAL	CNAME	5	材料中文名称
CoA_Chongqin_2015	SYS_APP_MATERIAL	CONDUCTIVITY	6	导热系数(W/m.K)
CoA_Chongqin_2015	SYS_APP_MATERIAL	DENSITY	7	密度(kg/m^3)
CoA_Chongqin_2015	SYS_APP_MATERIAL	SPECIFIC_HEAT	8	定压比热(J/kg.K)
CoA_Chongqin_2015	SYS_APP_MATERIAL	S	9	蓄热系数(W/m^2.K)
CoA_Chongqin_2015	SYS_APP_MATERIAL	STEAM	10	蒸汽渗透系数(g/m.h.mmHg)
CoA_Chongqin_2015	SYS_APP_MATERIAL	EX_COEF	11	消光系数
CoA_Chongqin_2015	SYS_APP_MATERIAL	RF_COEF	12	折射指数
CoA_Chongqin_2015	SYS_APP_MATERIAL	EMISSIVITY	13	发射率
CoA_Chongqin_2015	SYS_APP_MATERIAL	THICK	14	厚度(mm)
CoA_Chongqin_2015	SYS_APP_MATERIAL	PATTERN	15	图例
CoA_Chongqin_2015	SYS_APP_MATERIAL	ERASEFLAG	16	删除标记
CoA_Chongqin_2015	SYS_APP_MATERIAL	FLAG	17	标记
CoA_Chongqin_2015	SYS_APP_MATERIAL	ANOTATION	18	备注
CoA_Chongqin_2015	SYS_CURTAIN	CURTAIN_ID	1	CURTAIN_ID
CoA_Chongqin_2015	SYS_CURTAIN	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_CURTAIN	NAME	3	NAME
CoA_Chongqin_2015	SYS_CURTAIN	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_CURTAIN	EXT_COEF	5	EXT_COEF
CoA_Chongqin_2015	SYS_CURTAIN	REF_COEF	6	REF_COEF
CoA_Chongqin_2015	SYS_CURTAIN	LONG_WAVE_REF	7	LONG_WAVE_REF
CoA_Chongqin_2015	SYS_CURTAIN	SHIELD_INDEX	8	SHIELD_INDEX
CoA_Chongqin_2015	SYS_CURTAIN	ANOTATION	9	ANOTATION
CoA_Chongqin_2015	SYS_DOOR	DOOR_ID	1	主索引,门编号
CoA_Chongqin_2015	SYS_DOOR	GROUP_ID	2	类型
CoA_Chongqin_2015	SYS_DOOR	NAME	3	英文名
CoA_Chongqin_2015	SYS_DOOR	CNAME	4	中文名
CoA_Chongqin_2015	SYS_DOOR	CONDUCT_CO	5	导热系数
CoA_Chongqin_2015	SYS_DOOR	MATERIAL_ID	6	材料表中门体材料的ID
CoA_Chongqin_2015	SYS_DOOR	GAP_LENGTH	7	缝隙长度
CoA_Chongqin_2015	SYS_DOOR	GLASS_RAT	8	透光比率
CoA_Chongqin_2015	SYS_DOOR	APP_ID	9	透光材料表中透光材料的ID
CoA_Chongqin_2015	SYS_DOOR	APP_FLAG	10	透光标记
CoA_Chongqin_2015	SYS_DOOR	FLAG	11	引用标记
CoA_Chongqin_2015	SYS_DOOR	ERASEFLAG	12	删除标记
CoA_Chongqin_2015	SYS_DOOR	ANOTATION	13	附注
CoA_Chongqin_2015	SYS_DUCT_MODAL	AREA	1	面积(单位m^2)
CoA_Chongqin_2015	SYS_DUCT_MODAL	WIDTH	2	宽(单位mm)
CoA_Chongqin_2015	SYS_DUCT_MODAL	HIGH	3	高(单位mm)
CoA_Chongqin_2015	SYS_DUCT_MODAL	ANOTATION	4	说明
CoA_Chongqin_2015	SYS_GROUNDFLOOR	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_GROUNDFLOOR	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_GROUNDFLOOR	NAME	3	NAME
CoA_Chongqin_2015	SYS_GROUNDFLOOR	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_GROUNDFLOOR	RESI	5	RESI
CoA_Chongqin_2015	SYS_GROUNDFLOOR	D	6	D
CoA_Chongqin_2015	SYS_GROUNDFLOOR	SPFLAG	7	SPFLAG
CoA_Chongqin_2015	SYS_GROUNDFLOOR	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_GROUNDFLOOR	ERASEFLAG	9	ERASEFLAG
CoA_Chongqin_2015	SYS_GROUNDFLOOR	ANOTATION	10	ANOTATION
CoA_Chongqin_2015	SYS_GROUNDFLOOR_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_GROUNDFLOOR_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_GROUNDFLOOR_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_GROUNDFLOOR_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_GROUNDFLOOR_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_GROUPS	TYPE	1	TYPE
CoA_Chongqin_2015	SYS_GROUPS	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_GROUPS	NAME	3	NAME
CoA_Chongqin_2015	SYS_GROUPS	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_GROUPS	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_INWALL_MATERIAL	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_INWALL_MATERIAL	LAYER_NO	2	LAYER_NO
CoA_Chongqin_2015	SYS_INWALL_MATERIAL	MATERIAL_ID	3	MATERIAL_ID
CoA_Chongqin_2015	SYS_INWALL_MATERIAL	LENGTH	4	LENGTH
CoA_Chongqin_2015	SYS_INWALL_MATERIAL	ANOTATION	5	ANOTATION
CoA_Chongqin_2015	SYS_MATERIAL	MATERIAL_ID	1	MATERIAL_ID
CoA_Chongqin_2015	SYS_MATERIAL	COLOR	2	COLOR
CoA_Chongqin_2015	SYS_MATERIAL	GROUP_ID	3	GROUP_ID
CoA_Chongqin_2015	SYS_MATERIAL	NAME	4	NAME
CoA_Chongqin_2015	SYS_MATERIAL	CNAME	5	CNAME
CoA_Chongqin_2015	SYS_MATERIAL	CONDUCTIVITY	6	导热系数(W/m.K)
CoA_Chongqin_2015	SYS_MATERIAL	DENSITY	7	密度(kg/m^3)
CoA_Chongqin_2015	SYS_MATERIAL	SPECIFIC_HEAT	8	定压比热(J/kg.K)
CoA_Chongqin_2015	SYS_MATERIAL	S	9	蓄热系数(W/m^2.K)
CoA_Chongqin_2015	SYS_MATERIAL	STEAM	10	蒸气渗透系数(g/m.h.mmHg)
CoA_Chongqin_2015	SYS_MATERIAL	PATTERN	11	PATTERN
CoA_Chongqin_2015	SYS_MATERIAL	ERASEFLAG	12	ERASEFLAG
CoA_Chongqin_2015	SYS_MATERIAL	FLAG	13	FLAG
CoA_Chongqin_2015	SYS_MATERIAL	ANOTATION	14	ANOTATION
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	STRUCT_ID	1	STRUCT_ID
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	GROUP_ID	2	GROUP_ID
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	NAME	3	NAME
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	CNAME	4	CNAME
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	RESI	5	RESI
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	D	6	D
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	SPFLAG	7	SPFLAG
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	FLAG	8	FLAG
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	ERASEFLAG	9	ERASEFLAG
CoA_Chongqin_2015	SYS_MIDDLEFLOOR	ANOTATION	10	ANOTATION
